,action,device,flag,image,mouse,name,owl,cond,cond2
417,True,mouse,True,True,52.1109707475,ssa,False,imgT_aiT,aligned
418,True,mouse,True,False,391.783411097,ssa,False,imgF_aiT,not-aligned
419,False,mouse,False,False,46.3879340849,ssa,False,imgF_aiF,aligned
420,True,mouse,True,True,9.07895928033,ssa,False,imgT_aiT,aligned
421,True,mouse,True,True,59.0563955049,ssa,False,imgT_aiT,aligned
422,False,mouse,False,False,296.698328686,ssa,False,imgF_aiF,aligned
423,True,mouse,False,False,245.035909572,ssa,False,imgF_aiF,aligned
424,False,mouse,False,False,26.5612291245,ssa,False,imgF_aiF,aligned
425,True,mouse,True,True,67.964976067,ssa,False,imgT_aiT,aligned
426,True,mouse,True,True,10.4540513547,ssa,False,imgT_aiT,aligned
427,True,mouse,True,True,36.9917847953,ssa,False,imgT_aiT,aligned
428,True,mouse,True,True,16.3924768179,ssa,False,imgT_aiT,aligned
429,True,mouse,True,True,13.3049732916,ssa,False,imgT_aiT,aligned
430,True,mouse,True,True,78.5853413686,ssa,False,imgT_aiT,aligned
431,False,mouse,False,False,291.019647462,ssa,False,imgF_aiF,aligned
432,True,mouse,True,True,19.6243798042,ssa,False,imgT_aiT,aligned
433,False,mouse,False,False,215.617267658,ssa,False,imgF_aiF,aligned
434,False,mouse,False,False,139.685892716,ssa,False,imgF_aiF,aligned
435,True,mouse,True,True,29.3991103999,ssa,False,imgT_aiT,aligned
436,False,mouse,False,False,75.5695091878,ssa,False,imgF_aiF,aligned
437,False,mouse,False,False,31.1245913169,ssa,False,imgF_aiF,aligned
438,True,mouse,False,True,18.5994473224,ssa,False,imgT_aiF,not-aligned
439,False,mouse,True,False,51.6771792109,ssa,False,imgF_aiT,not-aligned
440,True,trackpad,,True,28.4747279208,HCS,True,imgT_aiF,not-aligned
441,False,trackpad,,False,201.20662148,HCS,True,imgF_aiF,aligned
442,False,trackpad,,False,32.3824195815,HCS,True,imgF_aiF,aligned
443,True,trackpad,,True,385.633038151,HCS,True,imgT_aiF,not-aligned
444,False,trackpad,,False,86.4594964995,HCS,True,imgF_aiF,aligned
445,True,trackpad,,True,91.4584062629,HCS,True,imgT_aiF,not-aligned
446,False,trackpad,,False,66.1576670878,HCS,True,imgF_aiF,aligned
447,False,trackpad,,False,66.1496709401,HCS,True,imgF_aiF,aligned
448,False,trackpad,,False,24.9224143573,HCS,True,imgF_aiF,aligned
449,False,trackpad,,False,22.1092648059,HCS,True,imgF_aiF,aligned
450,True,trackpad,True,True,363.716186552,HCS,False,imgT_aiT,aligned
451,False,trackpad,False,False,90.5292764631,HCS,False,imgF_aiF,aligned
452,True,trackpad,True,True,5.13649105449,HCS,False,imgT_aiT,aligned
453,True,trackpad,True,True,151.169171249,HCS,False,imgT_aiT,aligned
454,False,trackpad,False,False,60.3482575155,HCS,False,imgF_aiF,aligned
455,True,trackpad,True,True,84.3180269068,HCS,False,imgT_aiT,aligned
456,True,trackpad,True,True,14.0784351748,HCS,False,imgT_aiT,aligned
457,True,trackpad,True,True,154.365332862,HCS,False,imgT_aiT,aligned
458,False,trackpad,False,False,21.41969826,HCS,False,imgF_aiF,aligned
459,True,trackpad,True,True,430.51331168,HCS,False,imgT_aiT,aligned
460,True,trackpad,True,True,316.791230888,HCS,False,imgT_aiT,aligned
461,True,trackpad,True,True,10.0990351942,HCS,False,imgT_aiT,aligned
462,True,trackpad,False,True,42.0982344189,HCS,False,imgT_aiF,not-aligned
463,False,trackpad,True,False,216.730082228,HCS,False,imgF_aiT,not-aligned
464,True,trackpad,True,True,5.34256407115,HCS,False,imgT_aiT,aligned
465,True,trackpad,False,False,281.129005214,HCS,False,imgF_aiF,aligned
466,True,trackpad,True,True,9.27968686041,HCS,False,imgT_aiT,aligned
467,True,trackpad,False,True,74.410736251,HCS,False,imgT_aiF,not-aligned
468,True,trackpad,True,True,19.7728340902,HCS,False,imgT_aiT,aligned
469,True,trackpad,True,True,52.8421449826,HCS,False,imgT_aiT,aligned
470,False,trackpad,False,False,33.7518086089,HCS,False,imgF_aiF,aligned
471,False,trackpad,False,False,16.1660856159,HCS,False,imgF_aiF,aligned
472,False,trackpad,False,False,36.6907924047,HCS,False,imgF_aiF,aligned
473,False,trackpad,False,False,31.2122715208,HCS,False,imgF_aiF,aligned
474,False,trackpad,False,False,32.3522603086,HCS,False,imgF_aiF,aligned
475,False,trackpad,False,False,76.8857559824,HCS,False,imgF_aiF,aligned
476,False,trackpad,False,False,21.6708043777,HCS,False,imgF_aiF,aligned
477,False,trackpad,False,False,18.9310043586,HCS,False,imgF_aiF,aligned
478,False,trackpad,True,False,11.2722939389,HCS,False,imgF_aiT,not-aligned
479,False,trackpad,False,False,18.5802118179,HCS,False,imgF_aiF,aligned
480,True,mouse,,True,381.184790233,SH,True,imgT_aiF,not-aligned
481,True,mouse,,True,41.4370998888,SH,True,imgT_aiF,not-aligned
482,True,mouse,,True,97.9158607781,SH,True,imgT_aiF,not-aligned
483,True,mouse,,True,51.5846137496,SH,True,imgT_aiF,not-aligned
484,True,mouse,,True,4.78348196516,SH,True,imgT_aiF,not-aligned
485,True,mouse,,True,9.34184759089,SH,True,imgT_aiF,not-aligned
486,False,mouse,,False,196.801811703,SH,True,imgF_aiF,aligned
487,False,mouse,,False,40.6244196191,SH,True,imgF_aiF,aligned
488,False,mouse,,False,216.729462817,SH,True,imgF_aiF,aligned
489,True,mouse,,True,230.300693561,SH,True,imgT_aiF,not-aligned
490,False,mouse,False,False,369.070951435,SH,False,imgF_aiF,aligned
491,False,mouse,False,False,117.627608729,SH,False,imgF_aiF,aligned
492,False,mouse,False,False,18.9552222069,SH,False,imgF_aiF,aligned
493,True,mouse,True,True,256.942714667,SH,False,imgT_aiT,aligned
494,False,mouse,False,False,229.129500184,SH,False,imgF_aiF,aligned
495,True,mouse,True,True,363.765577571,SH,False,imgT_aiT,aligned
496,True,mouse,True,True,219.682480582,SH,False,imgT_aiT,aligned
497,True,mouse,True,True,107.601835333,SH,False,imgT_aiT,aligned
498,True,mouse,True,True,147.087101354,SH,False,imgT_aiT,aligned
499,True,mouse,True,True,137.2,SH,False,imgT_aiT,aligned
500,True,mouse,True,True,364.741257598,SH,False,imgT_aiT,aligned
501,False,mouse,False,False,41.1416479147,SH,False,imgF_aiF,aligned
502,False,mouse,True,True,171.341327586,SH,False,imgT_aiT,aligned
503,True,mouse,False,True,137.987010914,SH,False,imgT_aiF,not-aligned
504,True,mouse,True,True,194.376145238,SH,False,imgT_aiT,aligned
505,False,mouse,False,False,408.885466954,SH,False,imgF_aiF,aligned
506,False,mouse,False,False,485.436420571,SH,False,imgF_aiF,aligned
507,True,mouse,False,True,391.167651108,SH,False,imgT_aiF,not-aligned
508,False,mouse,False,False,341.194141771,SH,False,imgF_aiF,aligned
509,True,mouse,True,True,404.459519253,SH,False,imgT_aiT,aligned
510,True,mouse,True,True,50.0653652753,SH,False,imgT_aiT,aligned
511,False,mouse,False,False,307.983655449,SH,False,imgF_aiF,aligned
512,False,mouse,False,False,85.7804771499,SH,False,imgF_aiF,aligned
513,False,mouse,False,False,215.483755972,SH,False,imgF_aiF,aligned
514,True,mouse,True,True,350.7145871,SH,False,imgT_aiT,aligned
515,True,mouse,True,True,412.075075696,SH,False,imgT_aiT,aligned
516,False,mouse,True,False,98.3632228282,SH,False,imgF_aiT,not-aligned
517,True,mouse,True,True,20.8618155488,SH,False,imgT_aiT,aligned
518,True,mouse,True,True,228.002167568,SH,False,imgT_aiT,aligned
519,True,mouse,False,True,119.006942791,SH,False,imgT_aiF,not-aligned
520,True,trackpad,,True,43.1301312214,SM,True,imgT_aiF,not-aligned
521,False,trackpad,,False,298.023198128,SM,True,imgF_aiF,aligned
522,True,trackpad,,True,274.988638186,SM,True,imgT_aiF,not-aligned
523,True,trackpad,,True,13.2987332528,SM,True,imgT_aiF,not-aligned
524,False,trackpad,,False,43.5468518247,SM,True,imgF_aiF,aligned
525,True,trackpad,,True,60.3398618456,SM,True,imgT_aiF,not-aligned
526,True,trackpad,,True,359.034778403,SM,True,imgT_aiF,not-aligned
527,False,trackpad,,False,65.9155651484,SM,True,imgF_aiF,aligned
528,True,trackpad,,True,42.3909727586,SM,True,imgT_aiF,not-aligned
529,True,trackpad,,True,11.5097202889,SM,True,imgT_aiF,not-aligned
530,True,trackpad,True,True,6.7368223943,SM,False,imgT_aiT,aligned
531,False,trackpad,True,False,377.687092792,SM,False,imgF_aiT,not-aligned
532,True,trackpad,True,True,14.1086234069,SM,False,imgT_aiT,aligned
533,False,trackpad,False,False,386.093566928,SM,False,imgF_aiF,aligned
534,True,trackpad,True,True,70.8673340669,SM,False,imgT_aiT,aligned
535,True,trackpad,True,True,5.74177384415,SM,False,imgT_aiT,aligned
536,False,trackpad,False,False,78.6086411536,SM,False,imgF_aiF,aligned
537,True,trackpad,True,True,351.929611373,SM,False,imgT_aiT,aligned
538,True,trackpad,True,True,17.5676520842,SM,False,imgT_aiT,aligned
539,True,trackpad,False,True,37.7285749843,SM,False,imgT_aiF,not-aligned
540,True,trackpad,False,True,213.146936541,SM,False,imgT_aiF,not-aligned
541,False,trackpad,False,False,414.274198038,SM,False,imgF_aiF,aligned
542,False,trackpad,False,False,358.525276965,SM,False,imgF_aiF,aligned
543,False,trackpad,True,False,21.9922499916,SM,False,imgF_aiT,not-aligned
544,False,trackpad,False,False,78.804502974,SM,False,imgF_aiF,aligned
545,True,trackpad,False,True,45.1359015758,SM,False,imgT_aiF,not-aligned
546,True,trackpad,True,True,371.043979107,SM,False,imgT_aiT,aligned
547,True,trackpad,True,True,22.9795495651,SM,False,imgT_aiT,aligned
548,False,trackpad,False,False,408.996908793,SM,False,imgF_aiF,aligned
549,False,trackpad,False,False,390.55421688,SM,False,imgF_aiF,aligned
550,False,trackpad,False,False,365.178569188,SM,False,imgF_aiF,aligned
551,False,trackpad,True,False,8.43658239004,SM,False,imgF_aiT,not-aligned
552,False,trackpad,False,False,28.0991456529,SM,False,imgF_aiF,aligned
553,False,trackpad,False,False,43.679416568,SM,False,imgF_aiF,aligned
554,False,trackpad,False,False,12.6271870316,SM,False,imgF_aiF,aligned
555,False,trackpad,False,False,8.27908541997,SM,False,imgF_aiF,aligned
556,True,trackpad,False,True,364.316641377,SM,False,imgT_aiF,not-aligned
557,True,trackpad,False,True,15.1937027159,SM,False,imgT_aiF,not-aligned
558,True,trackpad,False,True,24.2355349623,SM,False,imgT_aiF,not-aligned
559,True,trackpad,True,True,61.9161727043,SM,False,imgT_aiT,aligned
560,False,trackpad,,False,398.478626182,P,True,imgF_aiF,aligned
561,False,trackpad,,False,142.804441843,P,True,imgF_aiF,aligned
562,False,trackpad,,False,16.3481025783,P,True,imgF_aiF,aligned
563,False,trackpad,,False,24.932742533,P,True,imgF_aiF,aligned
564,True,trackpad,,True,284.414144684,P,True,imgT_aiF,not-aligned
565,True,trackpad,,False,12.9353785868,P,True,imgF_aiF,aligned
566,False,trackpad,,False,337.552946003,P,True,imgF_aiF,aligned
567,False,trackpad,,False,195.452816036,P,True,imgF_aiF,aligned
568,False,trackpad,,False,8.04023425564,P,True,imgF_aiF,aligned
569,True,trackpad,,True,87.7747077318,P,True,imgT_aiF,not-aligned
570,False,trackpad,False,False,354.670613249,P,False,imgF_aiF,aligned
571,True,trackpad,True,True,66.6951226319,P,False,imgT_aiT,aligned
572,True,trackpad,True,True,38.9860220384,P,False,imgT_aiT,aligned
573,True,trackpad,True,True,21.1647646439,P,False,imgT_aiT,aligned
574,True,trackpad,True,True,15.4309256238,P,False,imgT_aiT,aligned
575,False,trackpad,False,False,317.995429378,P,False,imgF_aiF,aligned
576,False,trackpad,False,False,34.2480784736,P,False,imgF_aiF,aligned
577,True,trackpad,True,True,125.667522052,P,False,imgT_aiT,aligned
578,True,trackpad,False,False,8.60374343492,P,False,imgF_aiF,aligned
579,True,trackpad,True,True,4.36683420812,P,False,imgT_aiT,aligned
580,False,trackpad,True,False,143.336812049,P,False,imgF_aiT,not-aligned
581,True,trackpad,True,True,41.4638495613,P,False,imgT_aiT,aligned
582,False,trackpad,False,False,345.382474894,P,False,imgF_aiF,aligned
583,False,trackpad,False,False,302.42060225,P,False,imgF_aiF,aligned
584,False,trackpad,False,True,359.891771352,P,False,imgT_aiF,not-aligned
585,False,trackpad,False,False,166.584884103,P,False,imgF_aiF,aligned
586,True,trackpad,True,True,348.06277332,P,False,imgT_aiT,aligned
587,False,trackpad,True,False,367.08833715,P,False,imgF_aiT,not-aligned
588,True,trackpad,False,True,11.8405430751,P,False,imgT_aiF,not-aligned
589,True,trackpad,True,True,211.584400428,P,False,imgT_aiT,aligned
590,False,trackpad,True,False,294.275705522,P,False,imgF_aiT,not-aligned
591,False,trackpad,False,False,324.098616106,P,False,imgF_aiF,aligned
592,False,trackpad,False,False,52.2550059205,P,False,imgF_aiF,aligned
593,True,trackpad,True,True,315.831949315,P,False,imgT_aiT,aligned
594,False,trackpad,False,False,328.277270895,P,False,imgF_aiF,aligned
595,True,trackpad,True,True,51.8091894703,P,False,imgT_aiT,aligned
596,False,trackpad,False,False,42.8257429159,P,False,imgF_aiF,aligned
597,False,trackpad,False,False,338.467655005,P,False,imgF_aiF,aligned
598,False,trackpad,False,False,29.3606672351,P,False,imgF_aiF,aligned
599,False,trackpad,False,False,23.794042248,P,False,imgF_aiF,aligned
600,False,trackpad,,False,430.442309974,SAW,True,imgF_aiF,aligned
601,True,trackpad,,True,361.390537362,SAW,True,imgT_aiF,not-aligned
602,True,trackpad,,True,94.9016671161,SAW,True,imgT_aiF,not-aligned
603,False,trackpad,,False,434.808136195,SAW,True,imgF_aiF,aligned
604,True,trackpad,,True,129.499819143,SAW,True,imgT_aiF,not-aligned
605,False,trackpad,,False,195.383021765,SAW,True,imgF_aiF,aligned
606,True,trackpad,,True,58.0775639298,SAW,True,imgT_aiF,not-aligned
607,False,trackpad,,False,69.2272404829,SAW,True,imgF_aiF,aligned
608,False,trackpad,,False,437.141391546,SAW,True,imgF_aiF,aligned
609,False,trackpad,,False,114.457303758,SAW,True,imgF_aiF,aligned
610,True,trackpad,True,True,349.890786271,SAW,False,imgT_aiT,aligned
611,True,trackpad,False,True,10.379545966,SAW,False,imgT_aiF,not-aligned
612,True,trackpad,False,True,82.9277960024,SAW,False,imgT_aiF,not-aligned
613,True,trackpad,True,True,119.720189991,SAW,False,imgT_aiT,aligned
614,True,trackpad,True,True,30.7774963799,SAW,False,imgT_aiT,aligned
615,False,trackpad,False,False,380.708437582,SAW,False,imgF_aiF,aligned
616,False,trackpad,False,False,374.896169838,SAW,False,imgF_aiF,aligned
617,True,trackpad,True,True,387.995497616,SAW,False,imgT_aiT,aligned
618,False,trackpad,False,False,427.02265634,SAW,False,imgF_aiF,aligned
619,True,trackpad,True,True,385.64590271,SAW,False,imgT_aiT,aligned
620,False,trackpad,True,False,49.5723536728,SAW,False,imgF_aiT,not-aligned
621,False,trackpad,False,False,508.888486027,SAW,False,imgF_aiF,aligned
622,True,trackpad,True,True,298.672509816,SAW,False,imgT_aiT,aligned
623,False,trackpad,False,False,49.8585495459,SAW,False,imgF_aiF,aligned
624,True,trackpad,False,True,78.3556538823,SAW,False,imgT_aiF,not-aligned
625,True,trackpad,True,True,335.148690171,SAW,False,imgT_aiT,aligned
626,True,trackpad,True,True,33.0995024508,SAW,False,imgT_aiT,aligned
627,True,trackpad,True,True,81.3786708964,SAW,False,imgT_aiT,aligned
628,True,trackpad,True,True,14.6184336149,SAW,False,imgT_aiT,aligned
629,True,trackpad,True,True,8.18057814131,SAW,False,imgT_aiT,aligned
630,True,trackpad,True,True,27.1727730124,SAW,False,imgT_aiT,aligned
631,True,trackpad,False,True,41.350775821,SAW,False,imgT_aiF,not-aligned
632,False,trackpad,True,False,264.264977496,SAW,False,imgF_aiT,not-aligned
633,True,trackpad,True,True,36.9960112545,SAW,False,imgT_aiT,aligned
634,False,trackpad,False,False,133.053469467,SAW,False,imgF_aiF,aligned
635,True,trackpad,True,True,43.715612885,SAW,False,imgT_aiT,aligned
636,False,trackpad,False,False,88.2982556388,SAW,False,imgF_aiF,aligned
637,True,trackpad,False,True,9.57185666584,SAW,False,imgT_aiF,not-aligned
638,True,trackpad,True,True,297.150373547,SAW,False,imgT_aiT,aligned
639,True,trackpad,True,True,47.6550148539,SAW,False,imgT_aiT,aligned
640,True,mouse,,True,228.030870715,TM,True,imgT_aiF,not-aligned
641,False,mouse,,False,58.9095226817,TM,True,imgF_aiF,aligned
642,True,mouse,,True,402.375091984,TM,True,imgT_aiF,not-aligned
643,True,mouse,,True,93.1060342296,TM,True,imgT_aiF,not-aligned
644,False,mouse,,False,318.849266321,TM,True,imgF_aiF,aligned
645,True,mouse,,True,159.534744913,TM,True,imgT_aiF,not-aligned
646,False,mouse,,False,267.96392607,TM,True,imgF_aiF,aligned
647,False,mouse,,False,212.012351,TM,True,imgF_aiF,aligned
648,True,mouse,,True,77.8386161914,TM,True,imgT_aiF,not-aligned
649,False,mouse,,False,31.2638633101,TM,True,imgF_aiF,aligned
650,True,mouse,False,False,65.5084384911,TM,False,imgF_aiF,aligned
651,False,mouse,True,False,38.6508722223,TM,False,imgF_aiT,not-aligned
652,True,mouse,True,True,82.7904450561,TM,False,imgT_aiT,aligned
653,False,mouse,False,False,45.3912381322,TM,False,imgF_aiF,aligned
654,True,mouse,True,True,74.1357867059,TM,False,imgT_aiT,aligned
655,True,mouse,True,True,69.198762115,TM,False,imgT_aiT,aligned
656,True,mouse,True,True,47.0308766905,TM,False,imgT_aiT,aligned
657,True,mouse,True,True,13.0529718274,TM,False,imgT_aiT,aligned
658,True,mouse,True,True,44.9089412678,TM,False,imgT_aiT,aligned
659,False,mouse,False,True,37.2912338541,TM,False,imgT_aiF,not-aligned
660,True,mouse,False,True,174.630914638,TM,False,imgT_aiF,not-aligned
661,True,mouse,False,True,335.900877872,TM,False,imgT_aiF,not-aligned
662,False,mouse,False,False,199.645018059,TM,False,imgF_aiF,aligned
663,True,mouse,False,True,94.4535144893,TM,False,imgT_aiF,not-aligned
664,False,mouse,False,False,250.960045163,TM,False,imgF_aiF,aligned
665,True,mouse,False,True,12.1753775713,TM,False,imgT_aiF,not-aligned
666,False,mouse,False,False,284.968043911,TM,False,imgF_aiF,aligned
667,True,mouse,True,True,109.153482445,TM,False,imgT_aiT,aligned
668,False,mouse,True,True,348.27727146,TM,False,imgT_aiT,aligned
669,False,mouse,False,False,200.887900302,TM,False,imgF_aiF,aligned
670,False,mouse,False,False,45.9617139182,TM,False,imgF_aiF,aligned
671,False,mouse,False,False,21.3050323822,TM,False,imgF_aiF,aligned
672,False,mouse,False,False,48.8332977196,TM,False,imgF_aiF,aligned
673,True,mouse,False,True,327.773270964,TM,False,imgT_aiF,not-aligned
674,True,mouse,True,True,190.534858044,TM,False,imgT_aiT,aligned
675,False,mouse,True,False,15.4655463492,TM,False,imgF_aiT,not-aligned
676,True,mouse,True,True,80.8063641404,TM,False,imgT_aiT,aligned
677,False,mouse,False,False,43.4521686565,TM,False,imgF_aiF,aligned
678,True,mouse,True,True,35.058106777,TM,False,imgT_aiT,aligned
679,True,mouse,True,True,158.665482602,TM,False,imgT_aiT,aligned
680,True,trackpad,,True,406.267028695,vs,True,imgT_aiF,not-aligned
681,True,trackpad,,True,36.4989423383,vs,True,imgT_aiF,not-aligned
682,False,trackpad,,False,60.0800386862,vs,True,imgF_aiF,aligned
683,False,trackpad,,False,24.0870179156,vs,True,imgF_aiF,aligned
684,False,trackpad,,False,18.7200695724,vs,True,imgF_aiF,aligned
685,True,trackpad,,True,152.62733215,vs,True,imgT_aiF,not-aligned
686,True,trackpad,,True,58.7444473355,vs,True,imgT_aiF,not-aligned
687,True,trackpad,,True,158.3623914,vs,True,imgT_aiF,not-aligned
688,True,trackpad,,True,27.2733903531,vs,True,imgT_aiF,not-aligned
689,True,trackpad,,True,5.62225542799,vs,True,imgT_aiF,not-aligned
690,True,trackpad,True,True,26.3238589747,vs,False,imgT_aiT,aligned
691,True,trackpad,True,True,22.0796443122,vs,False,imgT_aiT,aligned
692,False,trackpad,True,False,326.825160242,vs,False,imgF_aiT,not-aligned
693,True,trackpad,True,True,24.8389542,vs,False,imgT_aiT,aligned
694,True,trackpad,True,True,28.6630707507,vs,False,imgT_aiT,aligned
695,True,trackpad,True,True,44.0742324003,vs,False,imgT_aiT,aligned
696,False,trackpad,True,True,19.9570398678,vs,False,imgT_aiT,aligned
697,False,trackpad,False,False,19.7111509608,vs,False,imgF_aiF,aligned
698,True,trackpad,False,True,33.5701224462,vs,False,imgT_aiF,not-aligned
699,False,trackpad,False,False,16.6569816418,vs,False,imgF_aiF,aligned
700,True,trackpad,True,True,24.7356376855,vs,False,imgT_aiT,aligned
701,True,trackpad,True,True,19.3349900914,vs,False,imgT_aiT,aligned
702,True,trackpad,True,True,15.2755916182,vs,False,imgT_aiT,aligned
703,False,trackpad,True,False,28.8551058131,vs,False,imgF_aiT,not-aligned
704,True,trackpad,True,True,37.0826855728,vs,False,imgT_aiT,aligned
705,True,trackpad,True,True,150.650158402,vs,False,imgT_aiT,aligned
706,True,trackpad,True,True,30.2955441155,vs,False,imgT_aiT,aligned
707,False,trackpad,False,False,28.001757402,vs,False,imgF_aiF,aligned
708,True,trackpad,True,True,30.3373461474,vs,False,imgT_aiT,aligned
709,True,trackpad,True,True,8.91639142722,vs,False,imgT_aiT,aligned
710,False,trackpad,False,False,282.225432958,vs,False,imgF_aiF,aligned
711,True,trackpad,True,True,19.2970783249,vs,False,imgT_aiT,aligned
712,True,trackpad,False,True,9.26339318076,vs,False,imgT_aiF,not-aligned
713,True,trackpad,True,True,11.1085402147,vs,False,imgT_aiT,aligned
714,False,trackpad,True,False,319.642253529,vs,False,imgF_aiT,not-aligned
715,False,trackpad,True,False,370.462388467,vs,False,imgF_aiT,not-aligned
716,True,trackpad,True,True,31.8654608488,vs,False,imgT_aiT,aligned
717,False,trackpad,False,False,52.1888455696,vs,False,imgF_aiF,aligned
718,True,trackpad,True,True,12.0939886796,vs,False,imgT_aiT,aligned
719,False,trackpad,True,False,5.49727953916,vs,False,imgF_aiT,not-aligned
720,True,mouse,,True,15.584585368,SR,True,imgT_aiF,not-aligned
721,True,mouse,,True,20.1835872192,SR,True,imgT_aiF,not-aligned
722,False,mouse,,False,21.0237819273,SR,True,imgF_aiF,aligned
723,True,mouse,,True,13.0912647314,SR,True,imgT_aiF,not-aligned
724,True,mouse,,True,2.18015855359,SR,True,imgT_aiF,not-aligned
725,True,mouse,,True,3.98571439549,SR,True,imgT_aiF,not-aligned
726,False,mouse,,False,14.6639292726,SR,True,imgF_aiF,aligned
727,False,mouse,,False,19.7205682478,SR,True,imgF_aiF,aligned
728,True,mouse,,True,260.576036546,SR,True,imgT_aiF,not-aligned
729,True,mouse,,True,8.40410864344,SR,True,imgT_aiF,not-aligned
730,True,mouse,True,True,96.3749488907,SR,False,imgT_aiT,aligned
731,True,mouse,False,False,17.723007959,SR,False,imgF_aiF,aligned
732,True,mouse,True,True,86.5691162941,SR,False,imgT_aiT,aligned
733,True,mouse,True,True,30.7945250693,SR,False,imgT_aiT,aligned
734,True,mouse,True,True,15.3084371676,SR,False,imgT_aiT,aligned
735,True,mouse,True,True,11.4510669102,SR,False,imgT_aiT,aligned
736,True,mouse,True,True,4.37198433641,SR,False,imgT_aiT,aligned
737,True,mouse,True,True,11.3248291823,SR,False,imgT_aiT,aligned
738,True,mouse,True,True,17.8730776928,SR,False,imgT_aiT,aligned
739,True,mouse,True,True,6.29897464739,SR,False,imgT_aiT,aligned
740,True,mouse,False,True,14.2738382832,SR,False,imgT_aiF,not-aligned
741,True,mouse,True,True,4.21263602013,SR,False,imgT_aiT,aligned
742,False,mouse,False,False,16.4429278362,SR,False,imgF_aiF,aligned
743,True,mouse,True,True,10.42389014,SR,False,imgT_aiT,aligned
744,True,mouse,True,True,41.9203942292,SR,False,imgT_aiT,aligned
745,False,mouse,False,False,15.1944973873,SR,False,imgF_aiF,aligned
746,True,mouse,True,True,325.336332183,SR,False,imgT_aiT,aligned
747,True,mouse,True,True,14.0625699065,SR,False,imgT_aiT,aligned
748,True,mouse,False,False,362.580846233,SR,False,imgF_aiF,aligned
749,True,mouse,True,True,38.6757679292,SR,False,imgT_aiT,aligned
750,False,mouse,True,False,10.9753484315,SR,False,imgF_aiT,not-aligned
751,True,mouse,True,True,485.743625342,SR,False,imgT_aiT,aligned
752,False,mouse,False,False,22.7773701083,SR,False,imgF_aiF,aligned
753,True,mouse,True,True,3.65762879371,SR,False,imgT_aiT,aligned
754,True,mouse,True,True,4.05601492665,SR,False,imgT_aiT,aligned
755,True,mouse,True,True,23.330334615,SR,False,imgT_aiT,aligned
756,True,mouse,True,True,22.4605111205,SR,False,imgT_aiT,aligned
757,True,mouse,True,True,40.2853568088,SR,False,imgT_aiT,aligned
758,False,mouse,True,False,298.481482296,SR,False,imgF_aiT,not-aligned
759,False,mouse,False,False,41.827284391,SR,False,imgF_aiF,aligned
